,Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous,approach_date,feature,Time Until Approach (days),Eccentricity,Average Orbital Velocity (km/s),Orbital Period (years),Heliocentric Distance (meters),Escape Velocity (km/s),Specific Orbital Energy (MJ/kg),Specific Angular Momentum (m^2/s),Perihelion Distance (m),Velocity at Perihelion (km/s),Velocity at Aphelion (km/s),Mean Motion (degrees/day),Synodic Period (years)
10,3444370,1995-01-22 08:06:40,1,80716.91873,50154.35431,0.201039988,78.2045517,30075154.0,18687834.0,7.033,2458000,0.813876725,117.111224,220.9403708,1.201135123,2457996.36,5.556806413,1.342351124,1995,1,22,0,1,False,1995-01-22,36952959.921540946,-10861,0.47581947745219044,33.019853509311694,0.7341604441420031,121755958.06,147.66927410781184,-54.51553628882019,3536082778635254.5,63822101719.19998,55.405301351451314,19.67881591077825,1.3425216398296096,0.0
11,3448992,1995-01-22 08:06:40,1,62188.60127,38641.57838,0.431015587,167.6650543,64479012.0,23911784.835555866,5.126265167737331,2458000,1.240789318,161.9335186,185.14892384053795,1.8981149729040065,2457976.422,46.68495945,0.7610904264177131,1995,1,22,0,1,False,1995-01-22,51966124.356979676,-10861,0.5297641149615429,26.742711158323253,1.3819747467745223,185622081.97280002,119.59704010530587,-35.75863000487536,4210223895778519.5,87286163999.16066,48.234722467801475,14.826924744408183,0.7132013704794329,0.0
12,3611400,1995-01-22 08:06:40,1,50516.969113574676,27107.89491,0.359801412,139.9627533,53825524.0,33445630.0,6.384,2458000,1.3582424092109981,20.49127087,128.4631299,1.234290608,2457976.422,66.77697674,0.7610904264177131,1995,1,22,0,0,False,1995-01-22,39628805.311172105,-10861,-0.09125896848045101,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5172001894820785.0,221736253879.13068,23.325017016117105,28.009777401857477,0.622720708140897,0.0
13,2162854,1995-02-08 07:53:20,0,38987.73464,24225.46212,0.430655991,100.70988334300175,64425220.0,40031976.0,4.862,2458000,1.3582424092109981,122.4368332,185.14892384053795,1.52051299,2457976.985,15.23187455,0.7610904264177131,1995,2,8,0,0,False,1995-02-08,47432784.87190262,-10844,0.11947100141223288,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5156475387389237.0,178917385531.93066,28.82042665702256,22.668940411289295,0.622720708140897,0.0
14,3446396,1995-02-08 07:53:20,3,142579.1805,88593.15801,0.300963141,117.0746613,45023444.0,27976272.0,5.126265167737331,2458000,1.3582424092109981,163.2099234,199.3714587,3.690061555,2457976.422,37.51725738,0.353025346,1995,2,8,1,0,False,1995-02-08,33148312.624220062,-10844,1.7167915903491435,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,,-145647079792.06934,,,0.622720708140897,inf
15,3764806,1995-02-08 07:53:20,1,50516.969113574676,56395.13143,0.495973992,100.70988334300175,74196656.0,46103664.0,6.89,2458000,1.3582424092109981,172.1857897060477,41.64832248,1.207501211,2457976.422,96.60735473,1.285826904,1995,2,8,0,0,False,1995-02-08,54626961.65046177,-10844,-0.1109825441973672,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5161589417654894.0,225743947670.33063,22.864796469284382,28.573555657651813,0.622720708140897,0.0
16,3314405,1995-02-15 07:56:40,0,11120.41414,31312.45573536955,0.2388245,100.70988334300175,35727636.0,22200124.0,3.788,2458000,1.95815426,172.1857897060477,34.30691815,2.697454147,2457976.422,182.73523715752074,0.359694437,1995,2,15,1,0,False,1995-02-15,18245567.639803823,-10837,0.37754935967097913,21.287810999069748,2.7398285751227403,292939877.296,95.20198497217534,-22.658544856605747,5774515410411627.0,182340614200.8,31.668838210956796,14.309678622038202,0.35974012838500374,inf
17,3426410,1995-02-15 07:56:40,1,50516.969113574676,44781.04228,0.478086995,185.9758453,38424405.43229847,44440964.0,6.469,2458000,0.907864593,172.1857897060477,7.392326564,1.8981149729040065,2457968.757,36.16756329,1.139390137,1995,2,15,0,0,False,1995-02-15,42323938.75536731,-10837,1.0907467782522131,31.263955020727117,0.8649373600242164,135816543.1128,139.81665734368337,-48.87174417690241,,-12324913720.839403,,,1.1395348714500677,0.0
18,3666785,1995-02-15 07:56:40,0,30694.75504,31312.45573536955,0.461259243,100.70988334300175,69003400.0,42876724.0,5.372,2458000,1.3582424092109981,28.85202161,271.6146744,1.469502839,2457770.913,182.73523715752074,0.782286503,1995,2,15,0,0,False,1995-02-15,50803449.761286736,-10837,0.0819150020898205,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5176219807112425.0,186548504121.53067,27.747313394377453,23.545650176292902,0.622720708140897,0.0
19,3702321,1995-02-15 07:56:40,0,28510.28656,17715.18334,0.25822102652097634,41.72844696,38424405.43229847,9971469.0,6.519,2458000,0.913730316,177.8573023,90.64125634,1.052083571,2457976.422,203.9869516,0.7610904264177131,1995,2,15,0,0,False,1995-02-15,42052238.78365711,-10837,0.15141585277115843,31.16344343760743,0.8733334399450643,136694055.27359998,139.3671558789199,-48.55801034444789,4210741946743792.0,115996408325.59998,36.30062350658574,26.75326518049388,1.1285795760088562,0.0
20,3719196,1995-02-15 07:56:40,0,16759.72294,10413.84007,0.25822102652097634,100.70988334300175,38220508.0,23749122.0,6.36,2458000,1.3582424092109981,229.0663218,185.14892384053795,1.100138258,2458042.506,314.5094251,1.082952201,1995,2,15,0,1,False,1995-02-15,28139680.914691996,-10837,-0.19002804614305224,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5099038398627029.0,241805445439.13065,21.087359672016166,30.981997968336124,0.622720708140897,0.0
21,3447920,1995-02-22 08:00:00,0,7791.742256,4841.485626,0.422850158,164.4887085,63257484.0,39306380.0,3.753,2458000,1.978471309,142.2597511,38.66044218,2.78463971,2457957.835,15.11056876,0.354168098,1995,2,15,1,0,False,1995-02-15,31972909.443894293,-10830,0.40747035215156635,21.178225989697374,2.782580089169418,295979307.8264,94.71190591163217,-22.425862803534667,5724342346119019.0,175376515036.79993,32.64030161004088,13.74121052645909,0.3542130870568256,inf
22,3005973,1995-02-22 08:00:00,2,102308.2353,63570.35879,0.25822102652097634,18.88259506,7261686.5,23911784.835555866,6.152,2453548,0.906733743,172.1857897060477,322.3904958,1.694158469,2453597.575,303.9792986,1.14152232,1995,2,22,0,0,True,1995-02-22,8008620.56371051,-10830,0.86841890696021,31.283444659947328,0.8633217946040577,135647367.9528,139.90381765999,-48.93269548959935,2104068189960555.2,17848628943.200012,117.88402328584264,8.301836690956565,1.14166732442981,0.0
23,3660308,1995-03-08 08:06:40,0,37985.47118,23602.69458,0.019738226,7.678170204,2952796.75,1834782.875,5.126265167737331,2458000,1.357919278,341.2186362,237.1733163,1.899484655,2457976.422,182.73523715752074,0.622863875,1995,2,22,0,0,False,1995-02-22,2174500.9426105223,-10816,0.39882000776779614,25.563333134196206,1.5822094316975066,203144723.9888,114.32270123907095,-32.67420004649469,4762184357165059.0,122126543589.59998,38.99385192762138,16.758641904443326,0.6229429958018305,0.0
24,3348144,1995-03-08 08:06:40,1,63233.66755,39290.94193,0.434048959,168.845047,64932800.0,40347372.0,5.126265167737331,2458000,0.94032584,195.3700872,185.14892384053795,1.313993469,2458097.467,255.1877435,1.080902491,1995,2,22,0,0,False,1995-02-22,69053510.21726681,-10816,0.39738100677952226,30.719579831723305,0.9117391296942621,140672745.664,137.3821374879297,-47.18462925188106,3965555763151589.0,84772068365.6,46.77903747787742,20.173407490137205,1.0810397966555096,0.0
25,3646046,1995-03-08 08:06:40,1,50516.969113574676,43000.29881,0.102048126,39.69672394,38424405.43229847,9485966.0,5.149,2458000,1.183993437,172.1857897060477,55.21650962,1.479310862,2457816.155,141.0296512,0.7610904264177131,1995,2,22,0,0,True,1995-02-22,32453225.019268807,-10816,0.24942488342526148,27.376618821067424,1.2881812714189949,177125418.17520002,122.43196135601383,-37.47396290370116,4695835280327342.0,132945931395.20006,35.321391418653704,21.21884863454765,0.7651301142438135,0.0
26,3780693,1995-03-08 08:06:40,0,25790.93301,16025.48279,0.211596871,82.31118774,31654442.0,23911784.835555866,5.874,2458000,1.3582424092109981,172.1857897060477,185.14892384053795,1.363199477,2457901.624,92.63701924,0.7610904264177131,1995,2,22,0,2,False,1995-02-22,23305443.7008693,-10816,0.0036496193576236458,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5193639499013190.0,202451487076.73065,25.653748332531446,25.46717641598962,0.622720708140897,0.0
27,2162173,1995-03-08 08:06:40,1,50516.969113574676,30368.83139,0.350744911,136.4397736,52470692.0,32603776.0,5.308,2458000,1.189560559,251.5911063,211.446774,1.415915205,2457797.751,154.0217068,0.759668711,1995,3,8,0,0,True,1995-03-08,44109307.09077082,-10816,0.19028425605358357,27.312482652432063,1.2972774608589515,177958259.6264,122.1451356902437,-37.29858543197012,4771676193859091.0,144095604584.8,33.11465472946448,22.52693602677542,0.7597652106858891,0.0
28,3092312,1995-03-08 08:06:40,1,50516.969113574676,25657.90969,0.051770366,20.13867188,7744736.5,4812356.5,5.089,2458000,1.3582424092109981,172.1857897060477,292.6184517,1.763802986,2457751.689,178.6926558,0.7610904264177131,1995,3,8,0,0,False,1995-03-08,5702028.185453958,-10816,0.29859219093636735,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,4956742809819680.0,142521202130.33063,34.77898541219792,18.78515220535554,0.622720708140897,0.0
29,3273782,1995-03-08 08:06:40,1,42950.31311,26687.65428,0.097544116,37.944664,38424405.43229847,23911784.835555866,7.48,2455882,1.3582424092109981,352.9223652,185.14892384053795,1.057832607,2455988.219,203.6522586,1.478900976,1995,3,8,0,0,False,1995-03-08,28289799.502446085,-10816,-0.2211753956243393,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5065047794428048.0,248134370828.73065,20.41251994841169,32.00626557461436,0.622720708140897,0.0
30,3600106,1995-03-08 08:06:40,0,35546.91538,22087.47084,0.146699984,100.70988334300175,38424405.43229847,13636615.0,5.349,2458000,1.3582424092109981,336.8735047,185.14892384053795,1.446664836,2457796.516,182.73523715752074,0.7610904264177131,1995,3,8,0,1,False,1995-03-08,28289799.502446085,-10816,0.06510062282650009,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5182656770836380.0,189965069370.33063,27.282156598658474,23.947100081820643,0.622720708140897,0.0
31,3684008,1995-03-08 08:06:40,1,57379.34578,35653.29405,0.172902903,67.25922394,25865906.0,16072328.0,5.126265167737331,2458000,1.442414905,151.7319137,97.07781957,2.073325675,2457976.422,317.5623087,0.568943017,1995,3,8,1,1,False,1995-03-08,17932361.840090666,-10816,0.4373989535278686,24.803293702267567,1.7321613359504604,215785269.788,110.92370156832543,-30.760168924047296,4813046758853910.0,121401018596.0,39.64585153005045,15.51747168337749,0.5690152891137765,inf
32,3751815,1995-03-08 08:06:40,1,50516.969113574676,31312.45573536955,0.25822102652097634,129.6083069,38424405.43229847,30971322.0,6.708,2458000,0.865355365,64.12627503,292.8831881,1.310067172,2457976.422,140.1980047,0.7610904264177131,1995,3,8,0,0,False,1995-03-08,44403036.00856333,-10816,0.5139065694704508,32.02264577574147,0.8049052757687944,129457162.604,143.20962554790884,-51.272492123930654,3556253474594188.5,62928276276.80003,56.51280608659041,18.145441953588207,1.22452456585795,0.0
33,2483656,1995-03-08 08:06:40,1,42950.20292,26687.58581,0.097543755,37.94451904,38424405.43229847,9067258.0,7.48,2456125,0.762953501,352.9209235,185.14892384053795,1.057793118,2457976.422,203.0327732,1.47896184,1995,3,8,0,0,False,1995-03-08,50362709.368180044,-10816,0.38644506724663397,34.10400799982371,0.6663465346728303,114137843.74960001,152.51776038560487,-58.15416808260196,3590154551158288.0,70029837046.40002,51.26607032913044,22.687195530786596,1.4791497097699913,0.0
34,3182169,1995-03-15 07:53:20,0,13816.86035,8585.2597,0.25822102652097634,33.64254761,12937927.0,8039255.0,5.694,2458000,1.08505392,143.9720934,2.124647144,1.275511373,2457976.422,343.2780838,0.872021301,1995,3,15,0,0,False,1995-03-15,11923764.120404266,-10809,0.1755281000229003,28.59754792566707,1.1301342023519636,162324066.432,127.89212230319933,-40.890987368041245,4569999441765670.0,133831631463.19998,34.14737900002582,23.94970774653617,0.872132071851585,0.0
35,2267221,1995-03-22 07:56:40,1,52742.18585,32771.9432,0.25822102652097634,191.9521637,38424405.43229847,45869068.0,5.679,2458000,1.039069958,211.1661459,111.2704878,1.724513416,2458022.991,339.0708465,0.930543952,1995,3,22,0,0,True,1995-03-22,36979613.48652375,-10802,0.6596701720828697,29.223488807955203,1.0590591601796349,155444865.71679997,130.69141502858426,-42.70061490543415,3414045823144276.0,52902524399.99996,64.53464861771849,13.233391928227027,0.9306621579104014,0.0
36,2382875,1995-03-22 07:56:40,1,50516.969113574676,16810.02469,0.499180379,194.1811676,38424405.43229847,46401716.0,5.126265167737331,2458000,1.298712854,42.77459458,283.6789059,1.8981149729040065,2457976.422,282.4479213,0.7610904264177131,1995,3,22,0,0,False,1995-03-22,29586528.934361704,-10802,0.4615355250068285,26.13953677865424,1.4798672072401797,194287442.95839998,116.89956227485351,-34.16376915013089,4505321998467511.0,104616885970.36061,43.064959893223445,15.866156260141679,0.6660234638252857,0.0
37,2396793,1995-03-22 07:56:40,1,50516.969113574676,32172.93271,0.420966184,163.7558441,62975644.0,23911784.835555866,5.126265167737331,2458000,1.067729565,228.3483096,179.9055931,1.8981149729040065,2458175.962,182.73523715752074,0.7610904264177131,1995,3,22,0,0,False,1995-03-22,58980893.72471389,-10802,0.7777113560623439,28.82861793300621,1.1031763445295406,159732342.924,128.92549879114273,-41.55446059636237,2894715895314387.0,35506685901.56062,81.52593861730011,10.194169193544086,0.8934439976483411,0.0
38,2419472,1995-03-22 07:56:40,1,59537.69736,36994.40978,0.37246233,144.8878479,55719572.0,34622536.0,5.118,2458000,1.3582424092109981,172.1857897060477,185.14892384053795,1.470259485,2457976.422,196.5243824,0.726894008,1995,3,22,0,0,True,1995-03-22,41023289.8208262,-10802,0.08247207937946244,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5175981190964611.0,186435309879.93066,27.762880295036823,23.532447915095233,0.622720708140897,0.0
39,3647009,1995-03-22 07:56:40,0,26420.907,16416.92413,0.071064889,27.64424133,38424405.43229847,6605894.0,5.126265167737331,2458000,1.3582424092109981,330.7831998,290.4836428,1.404419606,2457820.163,182.73523715752074,0.7610904264177131,1995,3,22,0,0,False,1995-03-22,28289799.502446085,-10802,0.03399775804072136,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5190671672700070.0,196284955778.33063,26.44457213808083,24.705581587957287,0.622720708140897,0.0
40,3713321,1995-03-22 07:56:40,1,50516.969113574676,31312.45573536955,0.25822102652097634,153.0773468,58869008.0,36579508.0,4.698,2458000,1.408325756,158.2260558,28.4122282,1.725882064,2457721.451,182.73523715752074,0.7610904264177131,1995,3,22,0,1,False,1995-03-22,41800703.95588221,-10802,0.2254849821833409,25.101686175915987,1.6711203237587737,210685533.0976,112.25815327842979,-31.504732443708594,5152363908812841.0,163179109420.8,31.574899060921602,19.955555444799597,0.5897997106220532,0.0
41,3747315,1995-03-22 07:56:40,2,82168.66311,51056.41181,0.472964258,183.9830933,70754448.0,23911784.835555866,5.126265167737331,2458000,0.841631581,171.1772581,218.2204921,1.8981149729040065,2457932.079,87.33995138,1.276500647,1995,3,22,0,2,False,1995-03-22,84068195.15485838,-10802,1.2552801198937025,32.470834111465884,0.7720333713727615,125908084.5176,145.2139847187134,-52.717753394716816,,-32141830911.239353,,,1.2766627971210662,0.0
42,3771614,1995-04-08 06:53:20,1,73347.20038,45575.09792,0.224380966,100.70988334300175,33566916.0,20857514.0,5.126265167737331,2458000,1.235912133,356.5439055,185.14892384053795,1.8981149729040065,2457976.422,90.33855226,0.717336088,1995,3,22,0,0,False,1995-03-22,27159629.801935118,-10785,0.5358009054386446,26.795425556004854,1.3738345427901457,184892455.09680003,119.83278605852391,-35.89974153636991,4183111609931212.0,85826910247.16063,48.73892812737716,14.731444828883982,0.7174272102416569,0.0
43,2312942,1995-04-08 06:53:20,1,50516.969113574676,51360.00677,0.086732912,33.73910141,38424405.43229847,8062327.5,5.126265167737331,2458000,1.3582424092109981,172.1857897060477,299.7393342,4.020893403,2458582.733,191.4543291,0.7610904264177131,1995,4,8,2,0,False,1995-04-08,28289799.502446085,-10785,1.9603650833842927,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,,-195139524252.86923,,,0.622720708140897,2.0
44,3170221,1995-04-08 06:53:20,0,27059.26388,16813.57427,0.25822102652097634,91.82387543,35312740.0,23911784.835555866,5.126265167737331,2458000,0.988667858,264.4056022,87.81644304,1.8981149729040065,2457942.407,58.24402434,0.7610904264177131,1995,4,8,0,0,False,1995-04-08,35717495.73353683,-10785,0.9198712262617188,29.959133552044324,0.9829437398908011,147904711.55679998,133.9813183387317,-44.8774841594614,1737967120019016.2,11851423167.16057,146.64627998726743,6.120507681934778,1.0027290915724774,0.0
45,3601408,1995-04-08 06:53:20,1,77525.04416,31312.45573536955,0.467475832,100.70988334300175,69933392.0,43454592.0,5.126265167737331,2458000,1.3582424092109981,190.8023227,16.17455003,3.251179614,2457976.422,217.6120228,0.291920064,1995,4,8,2,0,False,1995-04-08,51488152.28102342,-10785,1.3936666915654676,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,,-79990341418.46936,,,0.622720708140897,2.0
46,3772759,1995-04-08 06:53:20,1,48932.03858,31312.45573536955,0.322858367,125.5919037,48298924.0,30011560.0,5.916,2458000,1.033210408,10.44411033,185.14892384053795,1.8981149729040065,2458145.012,224.3796114,0.7610904264177131,1995,4,8,0,1,False,1995-04-08,46746455.151853256,-10785,0.8371039995408243,29.3062378778057,1.050113391265932,154568277.0368,131.06148011910543,-42.94277892752667,2478006939967056.0,25178554127.160572,98.41736453381112,8.72666711427205,0.938590338496079,0.0
47,3409964,1995-04-15 06:56:40,1,50516.969113574676,31312.45573536955,0.382616727,148.8379059,38424405.43229847,35566448.0,5.126265167737331,2458000,1.052079403,172.1857897060477,242.2931976,1.36371177,2457976.422,182.73523715752074,0.913337515,1995,4,15,0,0,True,1995-04-15,36522343.58236787,-10778,0.29620612865472085,29.042245846795325,1.079010859683234,157391078.6888,129.8808718653906,-42.172602191285016,4365862813124939.5,110770876585.60002,39.41345367752098,21.40010491663038,0.9134535343387624,0.0
48,3562320,1995-04-15 06:56:40,1,50728.33138,31312.45573536955,0.268970285,104.6294403,40237380.0,25002350.0,5.126265167737331,2458000,0.863323089,18.6394879,344.8005314,1.034788039,2458132.945,197.2654368,0.7610904264177131,1995,4,15,0,2,False,1995-04-15,46607556.90735383,-10778,0.19861040690873955,32.06031452406302,0.8020714765754589,129153134.1144,143.37808531165746,-51.3931883690923,4058201428339137.5,103501977594.4,39.20892646363027,26.21504489125148,1.2288509343030214,0.0
49,3747992,1995-04-15 06:56:40,0,40318.2038,31312.45573536955,0.232869134,90.58609009,34836728.0,21646538.0,5.126265167737331,2458000,0.869336432,150.0050897,204.9786871,1.023604203,2457906.714,114.0409109,1.215968301,1995,4,15,0,0,False,1995-04-15,40072780.47677634,-10778,0.17745462552983193,31.949238875825984,0.8104661087738565,130052730.2272,142.8813399114517,-51.03769323722951,4089140309467388.5,106974271685.59996,38.22545594407479,26.70351051503453,1.216122762812004,0.0
50,3373683,1995-04-22 07:00:00,1,50516.969113574676,31312.45573536955,0.036241749,14.09803963,5421688.5,3368881.0,5.768,2458000,1.061197121,215.4436355,185.14892384053795,1.198138093,2457865.406,301.4816145,0.7610904264177131,1995,4,22,0,0,True,1995-04-22,5109030.539859522,-10771,0.12904385932648998,28.917212409588224,1.093067880329481,158755089.3016,129.32170533527952,-41.81025867706216,4552370820519525.0,138268719890.4,32.92408307625907,25.397979090394614,0.9017063817394956,0.0
51,3719206,1995-04-22 07:00:00,2,93793.96984,58279.92531,0.400642975,155.8501129,59935336.0,37242092.0,5.126265167737331,2458000,1.3582424092109981,114.7292731,354.169234,2.298905386,2457734.923,144.3317647,0.543464194,1995,4,22,1,0,False,1995-04-22,44127127.52417765,-10771,0.6925589794648157,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,3746515257469591.5,62469883090.3307,59.973143411396734,10.893685028886198,0.622720708140897,inf
52,3394543,1995-04-22 07:00:00,1,69367.00524,31312.45573536955,0.439236961,100.70988334300175,65708916.0,40829628.0,5.148,2458000,1.182148765,172.1857897060477,110.1549531,1.800723602,2457976.422,164.4894217,0.766824314,1995,5,22,0,0,True,1995-05-22,55584303.72339813,-10771,0.5232631080911376,27.397970277900836,1.2851719479997634,176849455.244,122.52744797381015,-37.53243876743688,4129038753235991.5,84310659628.80002,48.9741009193283,15.327464134262106,0.7669217219544678,0.0
53,2489486,1995-05-08 06:53:20,0,33497.51589,31312.45573536955,0.036241749,14.09803963,38424405.43229847,3368881.0,5.126265167737331,2458000,1.061191066,215.4428313,61.1891387,1.198101,2457865.417,121.7908146,0.90159957,1995,5,22,0,0,True,1995-05-22,36208753.22399149,-10755,0.12901534736441156,28.91729490814904,1.0930585250695906,158754183.47359997,129.32207428005958,-41.81049724024311,4552374864184435.0,138272457347.19995,32.923222393838664,25.398787968013497,0.90171409925631,0.0
